long, lat
-75.68546, 39.703683
-76.943217, 40.281952
-79.146648, 40.621375
-96.834452, 32.991855
-71.110518, 42.331575
-77.400365, 37.323189
-76.528947, 39.364374
-115.035773, 36.125546
-74.792996, 39.001649
-77.555675, 37.634582
-90.030498, 29.75528
-90.263352, 38.732694
-73.919365, 40.758287
-77.332362, 35.60183
-100.488331, 28.705079
-79.798553, 40.942884
-118.033355, 34.555682
-96.363658, 30.661988
-76.647618, 39.308146
-71.176646, 42.306986
-81.30153, 28.67055
-119.045245, 35.284818
-117.825093, 33.644734
-80.1279, 42.107174
-97.829124, 30.178364
-82.209496, 34.79888
-79.11995, 41.831039
-80.621252, 40.442275
-80.015946, 40.446056
-98.062753, 27.774539
-1.1437, 52.041236
-76.887688, 38.861993
-76.528936, 39.364373
-122.331262, 37.939844
-81.483753, 41.522669
-115.101779, 36.092897
-75.733095, 39.824972
-96.831108, 32.989799
-93.972856, 44.161843
-82.939841, 38.289141
-84.124176, 36.114715
-81.778036, 40.978416
-78.696714, 33.814875
-121.708429, 37.994257
-73.664575, 42.741794
-78.925307, 39.653135
-113.821839, 52.27443
-81.389852, 28.64848
-80.877067, 40.766728
-76.678241, 39.382036
-83.333789, 38.261993
-76.648732, 39.287387
-80.066392, 35.96023
-73.149561, 41.199889
-76.596791, 39.222488
-80.339278, 25.606479
-36.738084
-77.482077, 39.04434
-81.412769, 41.685426
-77.507572, 35.562843
-72.555929, 42.102586
-97.344816, 32.731529
-94.054573, 45.412603
-122.090856, 37.642883
-83.485861, 42.304126
-72.733478, 42.101413
-76.433948, 39.321678
-81.7431, 41.329694
-79.960223, 39.640173
-111.701062, 40.231698
-122.224945, 47.76854
-75.312437, 41.340388
-79.068075, 43.852253
-81.211193, 32.263025
-87.634141, 41.891082
-96.091824, 36.03182
-83.385658, 33.815565
-82.790934, 34.709577
-77.528237, 40.055903
-85.166611, 35.014839
-84.078591, 34.008592
-93.321661, 45.181818
-98.559565, 29.323809
-83.333797, 38.262004
-122.252391, 37.869186
-92.457064, 42.518543
-80.046153, 41.074986
-76.629711, 39.115671
-79.953727, 40.4389
-93.376511, 45.058828
-84.332266, 30.453784
-106.301195, 31.660537
-82.026402, 30.83231
-74.285938, 40.591626
-82.798635, 40.096101
-118.51974, 34.246417
-77.345404, 39.344905
-81.412701, 41.685334
-74.323871, 40.611729
-81.450494, 41.640072
-80.871448, 32.244459
-75.746973, 39.677763
-76.077666, 41.172665
-93.006999, 44.936112
-121.150143, 37.666328
-97.648001, 30.473043
-76.596581, 36.991528
-80.751552, 39.950596
-92.946025, 17.981127
-90.286828, 38.75003
-112.074298, 33.450249
-79.844566, 40.419921
-98.559565, 29.323806
-74.531871, 39.492127
-73.031949, 41.211059
-121.854876, 37.408937
-73.797114, 40.719261
-93.685586, 41.672685
-82.91816, 39.933892
-119.902, 46.2511
-0.29788, 50.835743
-76.307824, 36.837781
-99.189905, 19.341719
-119.025759, 36.062816
-95.645771, 36.157607
-78.730632, 35.769396
-80.69151, 32.413032
-76.839798, 38.92127
-80.958086, 34.88351
-82.693042, 28.304011
-118.117542, 33.867797
-76.622694, 39.277965
-85.811862, 38.303033
-80.245005, 26.266548
-81.856589, 26.480159
-47.498918, 
-81.372158, 35.270864
-73.031678, 41.211109
-122.414876, 37.786783
-118.176395, 33.913738
-79.80192, 36.01133
-82.239346, 34.945875
-85.689563, 40.558979
-82.761552, 39.851822
-80.751471, 39.950345
-73.796971, 40.719258
-79.068075, 43.85225
-76.720437, 39.297541
-75.478092, 40.403026
